slNo,signal_id,platform_code,datetime,pumpStatus,inletTemp,ctdTemp,longitude,latitude
205,1668bf35-add5-4a58-bcc6-17ec303a1f00,FA,2020-03-05T03:25:13,1.0,5.813,6.5760000000000005,10.9999,58.3048
206,b7e27216-0b3c-4739-8bd7-b4e1fe12c2c2,FA,2020-03-05T03:26:14,1.0,5.822,6.498,10.9972,58.3101
207,935e3ba3-3855-494f-a2a9-103c5f4d7264,FA,2020-03-05T03:27:14,1.0,5.747,6.476,10.9946,58.3155
208,f0cdf42a-1d11-4e9b-95db-0862a1b1142d,FA,2020-03-05T03:28:14,1.0,5.626,6.424,10.9918,58.321
209,43467a66-7a66-47c6-9e3c-d8ae262b519d,FA,2020-03-05T03:29:14,1.0,5.567,6.381,10.989,58.3263
210,169b2cb7-ed7a-4ed3-93c8-b38a1b71c3b9,FA,2020-03-05T03:30:14,1.0,5.594,6.336,10.9862,58.3318
211,d51d3e6e-4540-4694-97cd-38c4911b39aa,FA,2020-03-05T03:31:14,1.0,5.557,6.247,10.9832,58.3372
212,60265b74-1ec2-4b38-bf4a-25ae70e9bf79,FA,2020-03-05T03:32:14,1.0,5.075,6.181,10.9804,58.3427
213,30a2ce4a-9fdf-4293-b8cf-26aca0de2e92,FA,2020-03-05T03:33:14,1.0,5.098,6.168,10.9777,58.3481
214,e24d76bc-a63b-4fce-8267-a5c931345c81,FA,2020-03-05T03:34:14,1.0,5.17,6.167,10.9749,58.3535
215,8bcd6330-f871-4c17-95bf-cd76e4120b58,FA,2020-03-05T03:35:15,1.0,5.191,5.821,10.9721,58.3588
216,cbf6bff8-38e2-4089-bc0e-519da55ebe8a,FA,2020-03-05T03:36:15,1.0,5.225,5.763,10.9694,58.3642
217,f522be91-65da-4767-88c1-a2786e1900a8,FA,2020-03-05T03:37:15,1.0,5.101,5.789,10.9667,58.3696
218,53d54318-4e26-426e-83cc-61ac18b36ca7,FA,2020-03-05T03:38:15,1.0,5.03,5.798,10.9639,58.3752
219,39b0a216-e33f-4fce-ac80-f0fa608ca53f,FA,2020-03-05T03:39:15,1.0,4.962,5.825,10.9612,58.3806
220,af9ac35c-d7fc-44a5-8df8-0dcf6c9771c3,FA,2020-03-05T03:40:15,1.0,5.052,5.756,10.9585,58.386
221,6f7b9916-c67a-4a5b-b8f8-1171f0c8da17,FA,2020-03-05T03:41:15,1.0,5.046,5.684,10.9558,58.3914
222,f90236b4-f58c-4dbe-840c-1c5d074d309c,FA,2020-03-05T03:42:15,1.0,5.117,5.643,10.9533,58.3968
223,d7225490-9b6c-4622-9b41-37a355d4f0ea,FA,2020-03-05T03:43:15,1.0,5.153,5.629,10.9507,58.4022
224,d2166a25-a51d-4340-801e-129a838ab227,FA,2020-03-05T03:44:16,1.0,5.01,5.67,10.9482,58.4077
225,471b9da6-1830-4169-acbc-74ea89eb3d37,FA,2020-03-05T03:45:16,1.0,5.002,5.7219999999999995,10.9457,58.4131
226,2a33a9a7-00f1-4703-b8f6-c37cc0a8d434,FA,2020-03-05T03:46:16,1.0,5.038,5.74,10.9431,58.4186
227,1506c10c-d2d2-46bf-b8a7-c155ce1095c4,FA,2020-03-05T03:47:16,1.0,5.141,5.64,10.9406,58.424
228,12334f91-3add-406d-9085-017df4ef6083,FA,2020-03-05T03:48:16,1.0,5.067,5.63,10.9381,58.4294
229,bea829cf-880c-4fe0-993c-f5f90e7c7286,FA,2020-03-05T03:49:16,1.0,5.07,5.668,10.9355,58.4348
230,f5f37dd6-68a4-41e9-98a7-0f4403079902,FA,2020-03-05T03:50:16,1.0,5.217,5.671,10.933,58.4402
231,3bdbd058-27c6-46fd-8ae1-7d952f6d45c3,FA,2020-03-05T03:51:16,1.0,5.055,5.671,10.9304,58.4456
232,9e808448-c182-48d0-a929-0698dbd5ed26,FA,2020-03-05T03:52:17,1.0,5.005,5.693,10.9279,58.451
233,22a0b18c-29a0-4c3c-8bc8-33b4434188d0,FA,2020-03-05T03:53:17,1.0,4.886,5.703,10.9254,58.4563
234,35a427bb-6f4e-4f0b-9fc2-9e50e295ef2d,FA,2020-03-05T03:54:17,1.0,4.822,5.664,10.9228,58.4616
235,bb5b3ba5-6f40-4ee5-8d59-3def351e0733,FA,2020-03-05T03:55:17,1.0,4.73,5.603,10.9202,58.4671
236,87c0d7d9-0176-45c0-bffd-7c82c42eea22,FA,2020-03-05T03:56:17,1.0,4.668,5.514,10.9175,58.4725
237,eaa107bd-0fdb-44a9-aedb-c426b567aafa,FA,2020-03-05T03:57:17,1.0,4.631,5.463,10.9149,58.4779
238,766e906c-eb32-4c43-a20f-d7dfa143615c,FA,2020-03-05T03:58:17,1.0,4.595,5.385,10.9121,58.4833
239,69070e76-c284-455a-8295-ca7e0eba9e20,FA,2020-03-05T03:59:17,1.0,4.59,5.322,10.9093,58.4887
240,820c2640-cc8c-44fd-b414-479fe5af9dac,FA,2020-03-05T04:00:17,1.0,4.611,5.271,10.906600000000001,58.4941
241,7d612753-f7f2-4f83-a393-3dda393e60d8,FA,2020-03-05T04:01:17,1.0,4.583,5.237,10.9039,58.4996
242,e05435fd-8982-4bf8-af3c-573c4464f397,FA,2020-03-05T04:02:18,1.0,4.582,5.216,10.9011,58.505
243,5452126f-395a-4361-bfd5-b45a1f0e9207,FA,2020-03-05T04:03:18,1.0,4.591,5.199,10.8983,58.5105
244,b53a3b38-edc1-43f0-a985-5f9c03f9b011,FA,2020-03-05T04:04:18,1.0,4.608,5.206,10.8955,58.5159
245,5efa6920-0baf-4a13-aefa-0475726c837c,FA,2020-03-05T04:05:18,1.0,4.486,5.207,10.8926,58.5215
246,ec638c07-1097-4dfb-a310-be8f0a2b1c80,FA,2020-03-05T04:06:18,1.0,4.485,5.217,10.8899,58.5269
247,c933930b-8765-44ae-8427-a795198e075e,FA,2020-03-05T04:07:18,1.0,4.4879999999999995,5.181,10.887,58.5323
248,6c9a335b-68f7-49d5-a4c3-a10da1f79e26,FA,2020-03-05T04:08:18,1.0,4.47,5.154,10.8841,58.5377
249,2bd48c7f-e73a-4549-af94-77d4400a4cbb,FA,2020-03-05T04:09:18,1.0,4.5,5.135,10.8813,58.543
250,20c8ec57-953b-4d07-8c43-76a650059dcd,FA,2020-03-05T04:10:19,1.0,4.505,5.115,10.8784,58.5484
251,248f30eb-8b69-4e02-94d2-edb22bcf7b17,FA,2020-03-05T04:11:19,1.0,4.484,5.121,10.8756,58.5537
252,4f88f7bf-d7f6-4d2c-b767-3d08d24186f3,FA,2020-03-05T04:12:19,1.0,4.475,5.119,10.8726,58.559
253,9b0a992f-07f3-4397-9251-f08cb24aade5,FA,2020-03-05T04:13:19,1.0,4.52,5.107,10.8698,58.5644
254,33f70522-1ae1-4549-a76f-ea6c2ac5e80a,FA,2020-03-05T04:14:19,1.0,4.5440000000000005,5.106,10.867,58.5697
255,0a7aefe3-c337-4982-bfad-0a029e09f774,FA,2020-03-05T04:15:19,1.0,4.565,5.106,10.8642,58.5751
256,22a8fe9c-9421-48a4-843e-2c7ea3420caa,FA,2020-03-05T04:16:19,1.0,4.577,5.135,10.8614,58.5804
257,19f277c8-f493-469c-8bb0-f8633b1f831c,FA,2020-03-05T04:17:19,1.0,4.573,5.15,10.8586,58.5857
258,0b8995a8-fef4-4026-bcf6-403ca5273dc4,FA,2020-03-05T04:18:19,1.0,4.561,5.168,10.8557,58.591
259,064ad44d-f976-4e12-8a89-d708d86bebf5,FA,2020-03-05T04:19:19,1.0,4.556,5.177,10.8529,58.5964
260,2690d407-fa78-4b5c-821e-5de46668ac32,FA,2020-03-05T04:20:20,1.0,4.547,5.172,10.8501,58.6017
261,75a7780b-94f1-4a3d-afac-e46dd6b81ac5,FA,2020-03-05T04:21:20,1.0,4.434,5.168,10.8473,58.607
262,5daebac6-32df-43b5-ae31-3b6cd38ae382,FA,2020-03-05T04:22:20,1.0,4.418,5.151,10.8444,58.6124
263,c049da4b-5f9f-4cb3-944e-66ddd577a729,FA,2020-03-05T04:23:20,1.0,4.392,5.13,10.8416,58.6176
264,843ffdab-44e6-4ec2-a683-23a6a8f1bf2d,FA,2020-03-05T04:24:20,1.0,4.384,5.092,10.838799999999999,58.623
265,34de4753-2ae9-491c-9704-7dadd63294cc,FA,2020-03-05T04:25:20,1.0,4.339,5.062,10.8361,58.6283
266,5c7b278c-e302-4a91-ac13-d1b01183a939,FA,2020-03-05T04:26:20,1.0,4.454,5.021,10.8333,58.6337
267,939f88cf-bcbc-4c3a-a35a-e2f93c92f5b4,FA,2020-03-05T04:27:20,1.0,4.493,4.973,10.8306,58.6389
268,3444c864-d3d6-4a46-9727-df8895c96fda,FA,2020-03-05T04:28:20,1.0,4.508,5.022,10.8279,58.6443
269,64875a5f-0253-4f00-a8f0-244f29bb39e1,FA,2020-03-05T04:29:21,1.0,4.419,5.052,10.8252,58.6496
270,f795d31e-0605-499b-acb3-aa51f863e957,FA,2020-03-05T04:30:21,1.0,4.355,5.081,10.8226,58.6549
271,8d9ef395-5365-4f96-abe9-4f052599f966,FA,2020-03-05T04:31:21,1.0,4.355,5.075,10.8201,58.6602
272,8a074add-c74e-4d14-aa09-41ffb3ef55e4,FA,2020-03-05T04:32:21,1.0,4.4,5.045,10.8175,58.6655
273,38eb0f25-44ab-473c-a80f-2ed23129b9ac,FA,2020-03-05T04:33:21,1.0,4.388,4.998,10.8149,58.6709
274,280b6cab-fdf6-4575-a4e6-1531b5049467,FA,2020-03-05T04:34:21,1.0,4.351,4.995,10.8125,58.6762
275,ff1e93a6-d3f1-418a-8bfb-80160e584cfe,FA,2020-03-05T04:35:21,1.0,4.336,4.989,10.81,58.6815
276,2bd302e2-2d60-4ced-8ff3-ab56355e29f8,FA,2020-03-05T04:36:21,1.0,4.373,4.973,10.8075,58.6868
277,7620b8e1-8a13-499d-bc3f-bec500e34752,FA,2020-03-05T04:37:21,1.0,4.391,4.976,10.8051,58.6921
278,9f9e0f66-ed2f-42a7-b6dd-71acff131a5e,FA,2020-03-05T04:38:22,1.0,4.406,4.987,10.8026,58.6973
279,ac52f89b-dabf-435f-8f2f-93fa6966ae83,FA,2020-03-05T04:39:22,1.0,4.484,4.996,10.8001,58.7026
280,4be2ee79-3bf6-4c37-9218-6663199f64f5,FA,2020-03-05T04:40:22,1.0,4.455,4.993,10.7979,58.7079
281,bc535f35-2ade-4f40-9603-c2614e31c41a,FA,2020-03-05T04:41:22,1.0,4.457,5.013,10.7959,58.7134
282,72f761f8-9f28-4c99-86e4-327cee540ee5,FA,2020-03-05T04:42:22,1.0,4.463,5.041,10.7937,58.7187
283,011010dd-003e-4cb8-a0bd-0f7da905564a,FA,2020-03-05T04:43:22,1.0,4.5280000000000005,5.068,10.7915,58.7241
284,98473e52-c008-41f6-8597-4e9ccb278981,FA,2020-03-05T04:44:22,1.0,4.593,5.078,10.7894,58.7295
285,26ef38c1-f85c-4c8a-8961-9b1f24f87466,FA,2020-03-05T04:45:22,1.0,4.614,5.099,10.7872,58.7348
286,a4b5782c-d9c1-4fea-bf8c-f5eee1e8e887,FA,2020-03-05T04:46:23,1.0,4.486,5.131,10.785,58.7402
287,8ec952fa-3338-4e6a-9c2f-6983bc4b7053,FA,2020-03-05T04:47:23,1.0,4.529,5.161,10.7827,58.7455
288,b9370cef-0192-468a-b03f-465f1b466872,FA,2020-03-05T04:48:23,1.0,4.406,5.146,10.7805,58.7509
289,1c3eb017-0e39-4c6a-8636-2f75aa0955ed,FA,2020-03-05T04:49:23,1.0,4.402,5.14,10.7784,58.7562
290,e0fb13de-1dbe-4f96-9b42-2c34327cda8d,FA,2020-03-05T04:50:23,1.0,4.41,5.129,10.7762,58.7617
291,86d54f73-c82d-4476-9a83-c233953c6ade,FA,2020-03-05T04:51:23,1.0,4.437,5.04,10.7739,58.767
292,be020a44-2b5c-4223-aefe-647834f94a20,FA,2020-03-05T04:52:23,1.0,4.422,5.007,10.7718,58.7724
293,4486e69e-83ab-4e3d-9528-d5adb6487b8a,FA,2020-03-05T04:53:23,1.0,4.408,5.009,10.7696,58.7778
294,b8ecc60d-d1bf-40ab-978e-3f8c478e0e55,FA,2020-03-05T04:54:24,1.0,4.412,5.015,10.7674,58.7831
295,9ae15736-4d3b-4902-967f-d951d174d085,FA,2020-03-05T04:55:24,1.0,4.394,5.015,10.7652,58.7885
296,ab2e0fd9-1466-46a4-b2e7-bf34b0791d94,FA,2020-03-05T04:56:24,1.0,4.407,5.012,10.7632,58.7939
297,796549cc-71d8-4d19-9ad8-ec8b61652196,FA,2020-03-05T04:57:24,1.0,4.404,5.011,10.7613,58.7994
298,f899b5cc-21ad-4adf-b4c8-4c4a34a4e01b,FA,2020-03-05T04:58:24,1.0,4.406,4.998,10.7596,58.8048
299,660a71c8-0488-431c-a332-07848ead7468,FA,2020-03-05T04:59:24,1.0,4.402,5.0,10.7578,58.8101
300,ef9bc7db-8fe3-48af-ba56-07dc3d78e71b,FA,2020-03-05T05:00:24,1.0,4.395,5.002,10.756,58.8154
301,9e78317d-d766-4587-836c-1500d5c4afad,FA,2020-03-05T05:01:24,1.0,4.395,4.999,10.7542,58.8206
302,016e2e74-f889-4022-9bd5-e9b722e3f588,FA,2020-03-05T05:02:24,1.0,4.407,4.99,10.7524,58.8259
303,c6138942-999b-4220-b298-050d2d3c8773,FA,2020-03-05T05:03:25,1.0,4.419,4.999,10.7506,58.8311
304,199477eb-cf91-4dfb-9e12-88318bd04f28,FA,2020-03-05T05:04:25,1.0,4.42,5.008,10.749,58.8364
305,29a9201d-ad0b-4587-941a-2dbcad2849c9,FA,2020-03-05T05:05:25,1.0,4.406,4.995,10.7475,58.8418
306,08d84168-e1bd-4779-aab5-f21a45a0d18b,FA,2020-03-05T05:06:25,1.0,4.396,4.993,10.7458,58.8472
307,57a73e76-91b5-4c9b-8b74-4cf918a20ff8,FA,2020-03-05T05:07:25,1.0,4.392,5.0,10.7442,58.8525
308,e4f1bf5f-67d6-4c13-9637-3298438b7db6,FA,2020-03-05T05:08:25,1.0,4.374,4.998,10.7427,58.8579
309,57ea2580-fe27-4489-87ca-9224bd0b15d1,FA,2020-03-05T05:09:25,1.0,4.391,4.98,10.7412,58.8633
310,1a086a82-9818-40b3-a94c-3ffcedf5905f,FA,2020-03-05T05:10:25,1.0,4.408,4.987,10.7395,58.8687
311,4cfd465b-6273-4f51-9a2a-fb3a26582b99,FA,2020-03-05T05:11:25,1.0,4.409,4.968,10.7379,58.8741
312,753ae8f1-d31d-43a7-b71e-8f5a0d6cc7c0,FA,2020-03-05T05:12:25,1.0,4.416,4.977,10.7363,58.8795
313,09eaaad8-531b-4c10-bf28-57c8793ae715,FA,2020-03-05T05:13:26,1.0,4.463,4.998,10.7348,58.8849
314,d55590cd-7dde-4eca-8035-d610cb95cc70,FA,2020-03-05T05:14:26,1.0,4.479,5.011,10.7332,58.8902
315,c3cdcb84-3ccd-4a67-af85-91d4274ffc3a,FA,2020-03-05T05:15:26,1.0,4.421,5.023,10.7317,58.8957
316,14af9d9c-f237-437d-98f5-27bc21ba8d8d,FA,2020-03-05T05:16:26,1.0,4.432,5.045,10.7294,58.901
317,4233beed-9e69-4fef-9f9a-93d7e951b0c1,FA,2020-03-05T05:17:26,1.0,4.394,5.042,10.7262,58.9063
318,f5081350-315c-434d-b52c-4684cc6c1e52,FA,2020-03-05T05:18:26,1.0,4.406,5.019,10.7228,58.9114
319,26a04c57-3fdd-4469-8147-0b170d613a25,FA,2020-03-05T05:19:26,1.0,4.487,5.006,10.7195,58.9166
320,e2d19ddc-c154-4ce9-9a54-470e6375c5aa,FA,2020-03-05T05:20:26,1.0,4.455,5.008,10.7169,58.9219
321,329e245d-7956-4008-b353-0d9e6039fb4f,FA,2020-03-05T05:21:26,1.0,4.009,5.029,10.7146,58.9272
322,8667ece5-9a06-454b-94dc-d569ec508071,FA,2020-03-05T05:22:27,1.0,4.317,5.033,10.7127,58.9326
323,a8fecaf6-f67c-4c4a-ad56-23210ab7a9ce,FA,2020-03-05T05:23:27,1.0,4.392,5.078,10.7112,58.938
324,b190f364-0b8c-438f-a5c2-1ef46e57fc46,FA,2020-03-05T05:24:27,1.0,4.365,4.856,10.7097,58.9434
325,e54895d2-432b-4eb4-b411-fd749e0d632c,FA,2020-03-05T05:25:27,1.0,4.529,4.9,10.7084,58.949
326,fd7ec9cc-d8e7-4b2a-aaaa-e28d6ed1170e,FA,2020-03-05T05:26:27,1.0,4.534,4.942,10.707,58.9544
327,fbd33780-7df8-497e-b1ae-d4a9233b4580,FA,2020-03-05T05:27:27,1.0,4.419,4.999,10.7057,58.9599
328,abf8020b-1b7e-4734-8956-920164670c51,FA,2020-03-05T05:28:27,1.0,4.41,5.031,10.7041,58.9654
329,7ffd9d16-9c39-4c90-b42a-ea64bbec2ee5,FA,2020-03-05T05:29:27,1.0,3.6950000000000003,5.064,10.7025,58.9709
330,b19ba7ba-c087-439c-bd5c-29f2e0eb2af0,FA,2020-03-05T05:30:27,1.0,3.68,4.868,10.7008,58.9764
331,4e853cc1-8521-4814-9a6d-3381e3b55463,FA,2020-03-05T05:31:28,1.0,3.7720000000000002,4.618,10.6996,58.982
332,ada49392-e5eb-42d5-a5ed-ccbbbfe73c69,FA,2020-03-05T05:32:28,1.0,3.681,4.415,10.6984,58.9875
333,ee79501a-43ce-4571-bafd-5ac172cbbdb7,FA,2020-03-05T05:33:28,1.0,3.469,4.394,10.6972,58.993
334,62dacdda-8899-43ed-9b67-7a59cf09b490,FA,2020-03-05T05:34:28,1.0,3.5140000000000002,4.395,10.696,58.9986
335,5186c55b-a5de-491a-b6a7-f2cd4b48405c,FA,2020-03-05T05:35:28,1.0,3.441,4.285,10.6948,59.0041
336,be08ccab-d20b-4aeb-88f5-910f04ef1c8d,FA,2020-03-05T05:36:28,1.0,3.563,4.327,10.6935,59.0095
337,0e6876ce-9a60-4aec-bd23-247898537933,FA,2020-03-05T05:37:28,1.0,3.59,4.153,10.6923,59.015
338,1e8167f4-1221-4513-a757-4d64dbf61799,FA,2020-03-05T05:38:28,1.0,3.689,4.211,10.6911,59.0205
339,18ada3be-8d23-4b81-8c7f-c20787e9debd,FA,2020-03-05T05:39:28,1.0,3.634,4.24,10.69,59.0259
340,5f25b772-4fab-44cf-9a68-4d86536605e9,FA,2020-03-05T05:40:29,1.0,3.799,4.253,10.6888,59.0314
341,cd9e79a9-0538-496f-a95f-8a9053305f9d,FA,2020-03-05T05:41:29,1.0,3.63,4.275,10.6876,59.0368
342,24ddfe0d-30db-4552-93f9-822fd9595e10,FA,2020-03-05T05:42:29,1.0,3.589,4.312,10.6864,59.0422
343,e34c4b53-1bdb-41c3-9864-a4f02d7d003f,FA,2020-03-05T05:43:29,1.0,3.226,4.273,10.6853,59.0477
344,8d6d9189-e5c6-4c88-b364-c2b94d455734,FA,2020-03-05T05:44:29,1.0,3.358,4.241,10.6841,59.0532
345,f20eacf7-f164-4f97-83ac-2e628973cfbd,FA,2020-03-05T05:45:29,1.0,3.885,4.149,10.683,59.0586
346,1002a961-c890-4070-b570-d8a718811376,FA,2020-03-05T05:46:29,1.0,3.943,4.127,10.6821,59.0641
347,f5166b8c-8066-407b-8a25-8bfcfecca44b,FA,2020-03-05T05:47:29,1.0,4.013,4.203,10.681000000000001,59.0696
348,66027664-3712-4291-a238-0adcea56bf31,FA,2020-03-05T05:48:30,1.0,3.914,4.249,10.6799,59.075
349,71fe9b6e-6d3b-4a76-89df-382d55b62c77,FA,2020-03-05T05:49:30,1.0,3.87,4.358,10.6791,59.0805
350,bcf15c65-f873-4b29-99ac-9a245278b3f5,FA,2020-03-05T05:50:30,1.0,3.7640000000000002,4.435,10.6779,59.086
351,bc11d3ac-3421-4791-a0ab-affce49ff619,FA,2020-03-05T05:51:30,1.0,3.479,4.477,10.6769,59.0915
352,04229ba4-2630-400d-b96b-4ed39e81e345,FA,2020-03-05T05:52:30,1.0,3.898,4.431,10.6758,59.0969
353,931e5f8f-ae8f-411d-a628-910f946a0aec,FA,2020-03-05T05:53:30,1.0,3.681,4.332,10.6747,59.1025
354,78bb997d-cdde-45ec-aad8-d890cc9b9d5a,FA,2020-03-05T05:54:30,1.0,3.696,4.427,10.6735,59.108
355,5c78eb91-c2dc-449b-8433-225b4f96e81b,FA,2020-03-05T05:55:30,1.0,3.563,4.4,10.6724,59.1134
356,2e71938c-b6ac-482b-bf7b-a84b5177efb6,FA,2020-03-05T05:56:30,1.0,3.753,4.366,10.6713,59.1188
357,a3d21906-bf13-4b2c-8959-7bff93f4d842,FA,2020-03-05T05:57:31,1.0,3.88,4.366,10.6702,59.1242
358,41b2b819-4ba6-43b6-9cfc-e13efac0975d,FA,2020-03-05T05:58:31,1.0,3.822,4.326,10.6689,59.1296
359,7f4ceaae-f07e-4ba8-9225-7d770b980a32,FA,2020-03-05T05:59:31,1.0,3.878,4.367,10.6675,59.135
360,da450c78-2baa-4d2c-9fe3-063cd359400c,FA,2020-03-05T06:00:31,1.0,3.879,4.411,10.666,59.1405
361,ee05ba8e-f9c0-4dea-b63e-6c5363b2c44c,FA,2020-03-05T06:01:31,1.0,3.7039999999999997,4.45,10.6647,59.146
362,199b7c77-078e-4335-be3b-e5e0c931b010,FA,2020-03-05T06:02:31,1.0,4.076,4.463,10.6633,59.1514
363,4a255a5b-7ba7-4621-83b9-6f73d4595bcc,FA,2020-03-05T06:03:31,1.0,4.099,4.462,10.6615,59.1568
364,3fd9934a-c73c-4509-a69c-13ef968477d9,FA,2020-03-05T06:04:31,1.0,3.907,4.483,10.6596,59.1622
365,a8376da5-670e-4d80-846e-84f20aea8221,FA,2020-03-05T06:05:31,1.0,3.392,4.552,10.6577,59.1676
366,67c956a8-e30b-4ed1-8b01-fb836d3dc09b,FA,2020-03-05T06:06:32,1.0,4.174,4.604,10.6557,59.1729
367,f20f3738-6492-43c4-80a5-6f8034e69272,FA,2020-03-05T06:07:32,1.0,4.027,4.489,10.6539,59.1783
368,1b478877-eec1-4833-9a89-fb53853cf819,FA,2020-03-05T06:08:32,1.0,4.139,4.458,10.6521,59.1838
369,5ea0bc22-e181-4f23-8bd0-79e06c09d81b,FA,2020-03-05T06:09:32,1.0,4.094,4.51,10.6506,59.1893
370,59ecd08e-9ae4-4bbf-9ba3-1190ff0ccdba,FA,2020-03-05T06:10:32,1.0,4.156,4.591,10.6493,59.1947
371,b65f9bba-129b-404b-851d-c0f382ed28e8,FA,2020-03-05T06:11:32,1.0,4.225,4.616,10.6479,59.2003
372,e3e0b7de-8ccd-4b67-9518-462ef7f64248,FA,2020-03-05T06:12:32,1.0,4.28,4.665,10.6465,59.2058
373,256917f9-ccb8-46a0-845e-63271d8a493e,FA,2020-03-05T06:13:32,1.0,4.173,4.734,10.6451,59.2114
374,b31dca09-c3f7-44dd-9212-b26935ca056a,FA,2020-03-05T06:14:32,1.0,3.636,4.782,10.6438,59.217
375,fc168496-c2f2-4e77-9403-cbb3499e9e8f,FA,2020-03-05T06:15:33,1.0,3.9779999999999998,4.763,10.6424,59.2227
376,801d3328-1e40-4575-8952-292c514c0057,FA,2020-03-05T06:16:33,1.0,4.013,4.586,10.641,59.2282
377,2f82d42e-6869-437a-a2d0-6464933ecbe5,FA,2020-03-05T06:17:33,1.0,3.88,4.586,10.6394,59.2339
378,5dc1e45d-cf6a-419a-9446-46068962fb17,FA,2020-03-05T06:18:33,1.0,4.327,4.594,10.6378,59.2395
379,545c4cc2-b32a-4202-b74a-92f5eb06b560,FA,2020-03-05T06:19:33,1.0,3.956,4.557,10.6363,59.245
380,88771523-46f2-4a7b-b54e-f9c330f27e72,FA,2020-03-05T06:20:33,1.0,4.069,4.591,10.6346,59.2505
381,83b3b4a4-45a0-4ab4-a18e-d43d08266fb8,FA,2020-03-05T06:21:33,1.0,4.076,4.566,10.6327,59.256
382,3bdce949-5936-4abd-8915-9455d076df74,FA,2020-03-05T06:22:33,1.0,4.407,4.578,10.6304,59.2615
383,389a72ea-6afc-4ec3-88f3-5431db261010,FA,2020-03-05T06:23:33,1.0,3.968,4.648,10.6282,59.2668
384,87d53dd3-d2a3-499d-a91b-3a79973e9627,FA,2020-03-05T06:24:34,1.0,3.6870000000000003,4.749,10.6261,59.2722
385,0b7fba9a-a7f8-46f9-bf4b-15c9586bb0ab,FA,2020-03-05T06:25:34,1.0,3.85,4.748,10.624,59.2775
386,e388e637-db81-4868-b55f-8c6e996fe496,FA,2020-03-05T06:26:34,1.0,4.026,4.606,10.6217,59.2828
387,bb07c198-5618-407d-9c9b-3abbc967100f,FA,2020-03-05T06:27:34,1.0,4.167,4.452,10.6197,59.2881
388,bbf540ac-f4a6-44ca-96ca-1b5e43599a59,FA,2020-03-05T06:28:34,1.0,3.981,4.499,10.6176,59.2934
389,59c1049d-035f-470e-9408-7d472a5c28e2,FA,2020-03-05T06:29:34,1.0,3.924,4.564,10.6155,59.2986
390,a565f33e-6edc-4835-976a-6808d7303502,FA,2020-03-05T06:30:34,1.0,4.097,4.633,10.6135,59.3038
391,f07fac91-17fc-4112-be95-0ee36ec06ea1,FA,2020-03-05T06:31:34,1.0,3.892,4.554,10.6115,59.309
392,596bf46e-8b6b-4a78-a3da-4a287b30a48c,FA,2020-03-05T06:32:34,1.0,4.122,4.505,10.6094,59.3142
393,a3c3e5b4-1749-40c2-96ab-20f58c53bd56,FA,2020-03-05T06:33:34,1.0,4.153,4.501,10.6074,59.3195
394,88dce442-4aae-41d1-915e-64a71f96ad8b,FA,2020-03-05T06:34:35,1.0,3.734,4.586,10.6053,59.3248
395,3ef7bddb-ba82-41f1-9e9a-8feaf97e1e94,FA,2020-03-05T06:35:35,1.0,3.604,4.626,10.6033,59.3301
396,84065938-01cc-4f00-9c8e-07655577fffe,FA,2020-03-05T06:36:35,1.0,3.63,4.6370000000000005,10.6013,59.3353
397,299df93f-acf1-44ca-a2c5-a980a1e43664,FA,2020-03-05T06:37:35,1.0,3.424,4.453,10.5992,59.3407
398,f60451ce-e811-4cbd-9bc8-00f78b943602,FA,2020-03-05T06:38:35,1.0,3.766,4.347,10.5973,59.3459
399,4e4f6de4-251c-4d66-8f9f-ca08d3c6b860,FA,2020-03-05T06:39:35,1.0,3.448,4.32,10.5953,59.3512
400,49b29952-893e-4217-9a3f-daa50b4b35ab,FA,2020-03-05T06:40:35,1.0,3.312,4.237,10.5933,59.3565
401,a05fb0f1-8b7c-4e0f-86be-e5fc86bfef4e,FA,2020-03-05T06:41:35,1.0,3.375,4.148,10.5914,59.3618
402,71929db5-554d-4e88-a804-854efbda8ad6,FA,2020-03-05T06:42:36,1.0,3.293,4.125,10.5893,59.367
403,d8d74199-a723-487e-96f5-9b2a6e3d3d18,FA,2020-03-05T06:43:36,1.0,3.417,4.018,10.5874,59.3723
404,f961a3a6-e7b8-47ae-8dc1-1611063063a8,FA,2020-03-05T06:44:36,1.0,3.261,4.023,10.5855,59.3776
405,da62a04d-7cf0-4796-adbc-0e7f0651f9b4,FA,2020-03-05T06:45:36,1.0,3.241,3.985,10.5836,59.383
406,f0985749-7d2d-4fd7-9803-8d58907f3646,FA,2020-03-05T06:46:36,1.0,3.388,3.987,10.5817,59.3883
407,49bf4cb0-4782-410f-b699-a7427174963c,FA,2020-03-05T06:47:36,1.0,3.424,3.983,10.5798,59.3936
408,58107b89-91e7-4547-b8c3-3223c53cca9f,FA,2020-03-05T06:48:36,1.0,3.509,3.98,10.5778,59.3989
409,691f5f2b-d797-4911-9026-eaa21562f1d6,FA,2020-03-05T06:49:36,1.0,3.455,4.006,10.5758,59.4042
410,74f1f067-62ac-40db-90e8-83a86a335fae,FA,2020-03-05T06:50:36,1.0,3.396,4.017,10.5737,59.4095
411,a614e9a5-11e3-43ff-97b7-73fda586b273,FA,2020-03-05T06:51:37,1.0,3.416,4.01,10.5716,59.4148
